,time,value
13872,2025-07-17 04:00:00,9406.38
13873,2025-07-17 04:05:00,9334.38
13874,2025-07-17 04:10:00,9610.4
13875,2025-07-17 04:15:00,9570.37
13876,2025-07-17 04:20:00,9506.39
13877,2025-07-17 04:25:00,9374.4
13878,2025-07-17 04:30:00,9450.37
13879,2025-07-17 04:35:00,9450.4
13880,2025-07-17 04:40:00,9506.37
13881,2025-07-17 04:45:00,9514.38
13882,2025-07-17 04:50:00,9530.4
13883,2025-07-17 04:55:00,9554.38
13884,2025-07-17 05:00:00,9482.37
13885,2025-07-17 05:05:00,9566.39
13886,2025-07-17 05:10:00,9454.39
13887,2025-07-17 05:15:00,9446.39
13888,2025-07-17 05:20:00,9570.4
13889,2025-07-17 05:25:00,9530.38
13890,2025-07-17 05:30:00,9458.38
13891,2025-07-17 05:35:00,9330.39
13892,2025-07-17 05:40:00,9462.38
13893,2025-07-17 05:45:00,9586.39
13894,2025-07-17 05:50:00,9462.38
13895,2025-07-17 05:55:00,9574.39
13896,2025-07-17 06:00:00,9570.37
13897,2025-07-17 06:05:00,9486.42
13898,2025-07-17 06:10:00,9498.37
13899,2025-07-17 06:15:00,9454.4
13900,2025-07-17 06:20:00,9394.4
13901,2025-07-17 06:25:00,9482.37
13902,2025-07-17 06:30:00,9590.4
13903,2025-07-17 06:35:00,9562.4
13904,2025-07-17 06:40:00,9554.38
13905,2025-07-17 06:45:00,9598.42
13906,2025-07-17 06:50:00,9494.39
13907,2025-07-17 06:55:00,9574.38
13908,2025-07-17 07:00:00,9486.4
13909,2025-07-17 07:05:00,9694.39
13910,2025-07-17 07:10:00,9694.37
13911,2025-07-17 07:15:00,9518.37
13912,2025-07-17 07:20:00,9450.35
13913,2025-07-17 07:25:00,9674.36
13914,2025-07-17 07:30:00,9538.38
13915,2025-07-17 07:35:00,9502.39
13916,2025-07-17 07:40:00,9514.39
13917,2025-07-17 07:45:00,9482.39
13918,2025-07-17 07:50:00,9650.36
13919,2025-07-17 07:55:00,9694.4
13920,2025-07-17 08:00:00,9506.4
13921,2025-07-17 08:05:00,9614.36
13922,2025-07-17 08:10:00,9626.37
13923,2025-07-17 08:15:00,9578.37
13924,2025-07-17 08:20:00,9574.41
13925,2025-07-17 08:25:00,9518.39
13926,2025-07-17 08:30:00,9554.36
13927,2025-07-17 08:35:00,9402.38
13928,2025-07-17 08:40:00,9466.39
13929,2025-07-17 08:45:00,9542.39
13930,2025-07-17 08:50:00,9542.39
13931,2025-07-17 08:55:00,9770.39
13932,2025-07-17 09:00:00,9570.37
13933,2025-07-17 09:05:00,9578.36
13934,2025-07-17 09:10:00,9486.36
13935,2025-07-17 09:15:00,9590.37
13936,2025-07-17 09:20:00,9626.41
13937,2025-07-17 09:25:00,9554.38
13938,2025-07-17 09:30:00,9654.38
13939,2025-07-17 09:35:00,9450.34
13940,2025-07-17 09:40:00,9538.4
13941,2025-07-17 09:45:00,9618.39
13942,2025-07-17 09:50:00,9746.37
13943,2025-07-17 09:55:00,9682.36
13944,2025-07-17 10:00:00,9542.38
13945,2025-07-17 10:05:00,9450.41
13946,2025-07-17 10:10:00,9514.38
13947,2025-07-17 10:15:00,9702.35
13948,2025-07-17 10:20:00,9558.38
13949,2025-07-17 10:25:00,9478.45
13950,2025-07-17 10:30:00,9462.34
13951,2025-07-17 10:35:00,9450.39
13952,2025-07-17 10:40:00,9478.37
13953,2025-07-17 10:45:00,9550.36
13954,2025-07-17 10:50:00,9570.37
13955,2025-07-17 10:55:00,9582.38
13956,2025-07-17 11:00:00,9458.38
13957,2025-07-17 11:05:00,9418.36
13958,2025-07-17 11:10:00,9486.41
13959,2025-07-17 11:15:00,9650.34
13960,2025-07-17 11:20:00,9594.37
13961,2025-07-17 11:25:00,9514.39
13962,2025-07-17 11:30:00,9374.39
13963,2025-07-17 11:35:00,9438.39
